carat,depth,table,x,y,z,cut,price
0.91,61.3,67,6.24,6.19,3.81,0,2825
0.73,62.6,60,5.75,5.68,3.58,3,2826
0.7,57.2,59,5.94,5.88,3.38,1,2826
0.9,62.2,59,6.11,6.07,3.79,3,2826
0.7,62.2,58,5.66,5.6,3.5,3,2826
0.7,63.3,56,5.6,5.58,3.54,2,2826
0.7,59.4,61,5.78,5.74,3.42,3,2826
0.9,63.5,56,6.17,6.07,3.88,2,2826
0.78,60.8,60,5.97,5.94,3.62,3,2826
0.96,60.7,55,6.41,6.37,3.88,4,2826
0.7,62.3,59,5.67,5.7,3.54,2,2827
0.72,64,54,5.68,5.7,3.64,1,2827
0.79,62.6,58,5.96,5.9,3.71,3,2827
0.7,61.6,57,5.69,5.74,3.52,4,2827
0.7,62.3,55,5.66,5.7,3.54,4,2827
0.7,60.6,57,5.74,5.77,3.49,4,2828
1.01,61.6,61,6.39,6.31,3.91,3,2828
0.72,62.2,58,5.75,5.7,3.56,3,2829
0.8,63.7,54,5.91,5.87,3.75,1,2829
0.59,62,56,5.36,5.38,3.33,4,2829
0.72,61.7,57,5.77,5.74,3.55,4,2829
0.75,61.9,57,5.88,5.82,3.62,3,2829
0.8,60.2,57,6.05,6.01,3.63,3,2829
0.71,62.7,59,5.65,5.7,3.56,2,2830
0.77,61.7,56,5.84,5.89,3.62,2,2830
0.97,60.7,56,6.41,6.43,3.9,4,2830
0.53,60.9,57,5.23,5.29,3.19,4,2830
0.53,61.8,57,5.16,5.19,3.2,4,2830
0.8,62.1,54.4,5.94,5.99,3.7,4,2830
0.9,60.6,62,6.21,6.13,3.74,3,2830
0.76,60.8,60,5.89,5.98,3.61,2,2831
0.72,62.3,57,5.7,5.76,3.57,4,2831
0.75,61.4,57,5.82,5.87,3.59,4,2831
0.72,62.1,58,5.73,5.76,3.57,3,2831
0.79,61.8,56,5.93,5.91,3.66,4,2831
0.72,62.5,58,5.71,5.75,3.58,2,2832
0.91,62.8,61,6.15,6.18,3.87,2,2832
0.71,62.1,57,5.75,5.65,3.54,3,2832
0.81,63,60,5.87,5.81,3.68,3,2832
0.82,62.5,57,5.91,5.97,3.71,4,2832
0.71,62.2,58,5.72,5.66,3.54,3,2832
0.9,64.3,63,6.05,6.01,3.88,1,2832
0.8,62,58,5.86,5.95,3.66,2,2833
0.56,61,59,5.28,5.34,3.24,2,2833
0.7,59.6,61,5.77,5.8,3.45,2,2833
0.7,61,57,5.74,5.76,3.51,4,2833
0.61,61.7,55,5.45,5.48,3.37,4,2833
0.85,62.5,57,6.02,6.07,3.78,4,2833
0.7,60.7,57,5.73,5.75,3.49,4,2833
0.8,62.2,56,5.94,5.87,3.67,4,2834
0.8,62.8,57,5.91,5.87,3.7,4,2834
0.51,59.9,58,5.16,5.19,3.1,2,2834
0.53,61.4,57,5.2,5.23,3.2,4,2834
0.78,61.8,55,5.92,5.95,3.67,4,2834
0.9,63.4,54,6.17,6.14,3.9,2,2834
0.9,65.3,59,6.07,6,3.94,0,2834
0.77,60.7,55,6.01,5.95,3.63,4,2834
0.73,61.2,56,5.89,5.81,3.58,4,2835
0.63,61.9,57,5.47,5.51,3.4,4,2835
0.7,61.5,54,5.7,5.75,3.52,4,2835
0.72,62.8,57,5.71,5.73,3.59,4,2835
0.72,61,57,5.78,5.8,3.53,4,2835
0.75,59.6,59,6.04,5.94,3.57,3,2835
0.82,60.7,56,6.04,6.06,3.67,2,2836
0.71,62.8,60,5.6,5.65,3.53,1,2836
0.7,62.6,59,5.69,5.66,3.55,3,2837
0.7,61.8,56,5.74,5.69,3.53,4,2837
0.71,59.8,53,5.86,5.82,3.49,4,2838
0.76,60.9,55,5.92,5.94,3.61,2,2838
0.82,64.9,58,5.83,5.79,3.77,0,2838
0.72,58.8,60,5.91,5.89,3.47,3,2838
0.7,62.3,58,5.72,5.64,3.54,3,2838
0.7,61.7,58,5.69,5.63,3.49,3,2838
0.7,62.6,55,5.73,5.64,3.56,3,2838
0.7,59.4,61,5.83,5.79,3.45,3,2838
0.7,63.5,59,5.53,5.49,3.5,2,2838
0.7,60.9,61,5.71,5.66,3.46,3,2838
0.7,59.5,58,5.85,5.75,3.45,3,2838
0.7,63,60,5.64,5.57,3.53,3,2838
0.74,60,57,5.85,5.89,3.52,2,2839
0.71,61.5,57,5.74,5.71,3.52,4,2839
0.7,61.6,54,5.75,5.72,3.53,4,2839
0.71,62.1,55,5.82,5.68,3.57,4,2839
0.71,59.1,61,5.84,5.81,3.44,3,2839
0.71,59,60,5.82,5.8,3.43,3,2839
0.71,60.5,58,5.75,5.72,3.47,3,2839
0.7,62.4,53,5.73,5.71,3.57,4,2839
0.73,61.8,54,5.8,5.82,3.59,4,2839
0.7,62.1,54,5.69,5.72,3.54,4,2839
0.7,61.3,57,5.71,5.74,3.51,4,2839
0.71,60.3,58,5.82,5.78,3.5,3,2839
0.71,59.2,58,5.87,5.82,3.46,3,2839
0.79,59.3,62,6.09,6.01,3.59,3,2839
0.71,62.7,59,5.7,5.62,3.55,3,2839
0.77,61,60,5.9,5.87,3.59,2,2840
0.75,59.8,56,5.85,5.92,3.52,2,2840
0.7,61,56,5.75,5.8,3.52,4,2840
0.71,59.3,56,5.88,5.82,3.47,3,2840
0.92,61.9,56,6.27,6.2,3.86,4,2840
0.83,61.4,59,6.08,6.04,3.72,3,2840
0.7,59.2,60,5.87,5.78,3.45,3,2840
0.73,60.3,59,5.9,5.87,3.55,3,2841
0.71,63.4,55,5.69,5.61,3.58,2,2841
0.73,63.9,57,5.66,5.71,3.63,2,2841
0.82,61.7,53,6,6.12,3.74,4,2841
0.82,62.3,56,5.96,6.02,3.73,4,2841
0.82,59.7,57,6.12,6.14,3.66,2,2841
0.52,61.2,56,5.19,5.21,3.18,4,2841
1,58.9,60,6.6,6.55,3.87,3,2841
0.95,66.7,56,6.16,6.03,4.06,0,2841
0.73,61.4,57,5.76,5.8,3.55,4,2841
0.73,59.9,59,5.87,5.77,3.5,3,2841
0.73,61.4,58,5.82,5.77,3.56,3,2841
0.8,62.6,54,5.92,5.96,3.72,4,2842
0.7,58.7,61,5.8,5.72,3.38,3,2842
0.7,60.2,62,5.71,5.75,3.45,2,2843
0.7,62.7,58,5.65,5.67,3.55,2,2843
0.71,59.4,58,5.76,5.82,3.44,2,2843
0.81,63.2,58,5.91,5.92,3.74,2,2843
0.71,61.5,58,5.73,5.79,3.54,2,2843
0.73,61.3,57,5.81,5.84,3.57,4,2843
0.73,61.8,59,5.73,5.79,3.56,2,2843
0.72,62,57,5.71,5.74,3.55,4,2843
0.81,62.1,57,5.91,5.95,3.68,4,2843
0.71,60.7,57,5.81,5.78,3.52,4,2843
0.73,57.7,61,5.92,5.96,3.43,2,2844
0.7,62,59,5.65,5.68,3.51,2,2844
1.01,61.5,57,6.45,6.46,3.97,4,2844
1.01,63.1,57,6.35,6.39,4.02,1,2844
0.79,62.5,57,5.91,5.93,3.7,4,2844
0.7,61.8,59,5.65,5.68,3.5,2,2845
0.7,58.9,60,5.83,5.85,3.44,2,2845
0.8,63.4,60,5.92,5.82,3.72,1,2845
1.27,59.3,61,7.12,7.05,4.2,3,2845
0.79,61.5,56,5.96,5.91,3.65,4,2846
0.72,60.2,59,5.79,5.84,3.5,2,2846
0.73,61.6,56,5.79,5.84,3.58,4,2846
1.01,65.4,59,6.3,6.26,4.11,0,2846
1.01,64.2,61,6.25,6.18,3.99,1,2846
0.73,59.1,59,5.92,5.95,3.51,4,2846
0.7,61.6,57,5.71,5.76,3.53,4,2846
0.7,59.1,61,5.76,5.84,3.43,1,2846
0.77,62.9,59,5.84,5.79,3.66,3,2846
0.77,61.3,60,5.91,5.81,3.59,3,2846
0.77,61.4,58,5.94,5.89,3.63,3,2846
0.84,61.2,57,6.1,6.12,3.74,2,2847
0.72,60.3,57,5.83,5.85,3.52,4,2847
0.76,61.1,59,5.93,5.88,3.61,3,2847
0.7,62.9,59,5.61,5.68,3.55,2,2848
0.54,61.5,55,5.25,5.29,3.24,4,2848
0.75,64.6,57,5.74,5.72,3.7,0,2848
0.79,64.1,54,5.86,5.84,3.75,1,2849
0.74,63.1,58,5.75,5.73,3.62,2,2849
0.7,61,60,5.74,5.77,3.51,2,2850
0.7,60.8,59,5.69,5.79,3.49,4,2850
0.75,61.5,56,5.83,5.87,3.6,4,2850
1.2,63.1,60,6.75,6.67,4.23,2,2850
0.8,63.4,57,5.89,5.82,3.71,2,2851
0.66,62.1,56,5.54,5.57,3.45,4,2851
0.87,61,63,6.22,6.07,3.75,2,2851
0.86,62.7,59,6.04,5.98,3.77,3,2851
0.74,61,57,5.85,5.81,3.56,4,2851
0.58,60.6,59,5.37,5.43,3.27,2,2852
0.78,61.5,57,5.88,5.92,3.63,4,2852
0.74,61.3,55,5.85,5.86,3.59,4,2852
0.73,62.7,55,5.7,5.79,3.6,4,2852
0.91,63.5,57,6.12,6.07,3.87,2,2852
0.71,62.6,58,5.67,5.7,3.56,3,2853
0.71,63.5,55,5.64,5.66,3.59,1,2853
0.79,62.8,57,5.9,5.85,3.69,4,2853
0.79,60,60,6.07,6.03,3.63,3,2853
0.71,62.7,58,5.73,5.66,3.57,3,2853
0.82,61.9,58,5.99,5.97,3.7,3,2853
0.78,61.9,57.1,5.87,5.95,3.66,2,2854
0.7,62.4,56,5.64,5.7,3.54,2,2854
1.12,59.1,61,6.78,6.75,4,3,2854
0.73,62,57,5.86,5.76,3.6,3,2854
0.91,64.4,62,6.06,6.03,3.89,0,2854
0.91,65.4,60,6.04,6,3.94,0,2854
0.91,64.2,58,6.12,6.09,3.92,1,2854
0.91,65.8,58,6.04,6.01,3.96,0,2854
0.7,58.4,59,5.91,5.83,3.43,3,2854
0.68,61.7,57,5.67,5.64,3.49,3,2854
0.73,62.5,57,5.7,5.75,3.58,2,2855
1.03,63.6,57,6.38,6.29,4.03,1,2855
0.74,62.4,57,5.8,5.74,3.6,3,2855
0.98,53.3,67,6.82,6.74,3.61,0,2855
1.02,53,63,6.84,6.77,3.66,0,2856
1,67.8,61,5.96,5.9,4.02,0,2856
1.02,61.6,55,6.49,6.43,3.98,4,2856
0.6,60.8,57,5.44,5.49,3.32,4,2856
0.8,61.6,56,5.97,6.01,3.69,4,2856
0.97,60.7,56,6.43,6.41,3.9,4,2856
1,67.9,62,6.19,6.03,4.15,0,2856
0.26,62.3,57,4.05,4.08,2.53,4,556
0.26,62.1,56,4.09,4.12,2.55,4,556
0.36,61.9,55,4.57,4.59,2.83,4,556
0.34,57.5,61,4.6,4.66,2.66,1,556
0.34,63.3,57,4.44,4.47,2.82,1,556
0.34,63.5,55,4.44,4.47,2.83,1,556
0.34,63.4,55,4.44,4.46,2.82,1,556
0.34,59.6,62,4.54,4.56,2.71,2,556
0.34,62.2,54,4.47,4.5,2.79,4,556
0.32,64.1,54,4.34,4.37,2.79,1,556
0.31,61.6,55,4.36,4.41,2.7,4,557
0.31,61.3,56,4.36,4.38,2.68,4,557
0.31,62.3,54,4.37,4.4,2.73,4,557
0.31,62,54,4.37,4.4,2.72,4,557
0.31,62.7,53,4.33,4.35,2.72,4,557
0.31,62.2,53,4.36,4.38,2.72,4,557
0.31,62.2,53.6,4.32,4.35,2.7,4,557
0.31,61.6,54.8,4.35,4.37,2.69,4,557
0.31,61.8,54.2,4.33,4.37,2.69,4,557
0.33,59.4,59,4.52,4.5,2.68,3,557
0.33,62.3,58,4.43,4.4,2.75,3,557
0.33,62.6,58,4.42,4.4,2.76,3,557
0.33,61.9,56,4.45,4.41,2.74,4,557
0.33,63,58,4.42,4.4,2.78,3,557
0.33,62.8,58,4.41,4.38,2.76,3,557
0.33,61.5,61,4.46,4.39,2.72,3,557
0.33,62.1,55,4.44,4.41,2.75,4,557
0.33,63,57,4.39,4.37,2.76,4,557
0.33,63.6,53,4.43,4.4,2.81,1,557
0.33,60.4,59,4.54,4.5,2.73,3,557
1,66.1,56,6.21,5.97,4.04,0,2856
0.77,60.8,59,5.92,5.86,3.58,3,2856
0.77,61,58,5.94,5.9,3.61,3,2856
0.7,60.1,63,5.68,5.71,3.42,1,2857
0.9,63.1,58,6.08,6.02,3.82,2,2857
0.72,62.3,57,5.76,5.7,3.57,4,2857
0.9,61.9,59,6.2,6.14,3.82,3,2857
0.72,62.1,58,5.76,5.73,3.57,3,2857
0.7,62.1,56,5.63,5.71,3.52,4,2858
0.81,61.3,57,6.02,6.05,3.7,2,2858
0.81,61.7,57,6,6.05,3.72,2,2858
0.71,61,60,5.76,5.69,3.49,3,2858
0.7,61.4,59,5.73,5.7,3.51,3,2858
0.71,61.5,60,5.76,5.68,3.52,3,2858
0.71,63.5,59,5.68,5.59,3.58,2,2858
0.92,62.9,58,6.22,6.18,3.9,3,2858
0.76,62.7,54,5.88,5.83,3.67,4,2858
0.73,61.5,56,5.84,5.8,3.58,4,2858
0.71,60.4,62,5.74,5.72,3.46,3,2858
0.7,63.6,62,5.61,5.58,3.56,1,2858
0.9,64.5,56,6.06,6,3.89,0,2858
0.71,56.9,65,5.89,5.84,3.34,0,2858
0.7,61,57,5.76,5.74,3.51,4,2859
0.7,62.4,56,5.72,5.66,3.55,3,2859
0.77,60.9,60,5.91,5.88,3.59,3,2859
0.71,61.5,56,5.74,5.78,3.54,4,2859
0.7,59.6,61,5.8,5.77,3.45,3,2859
0.75,55.8,70,6.09,5.98,3.37,0,2859
0.83,59.2,60,6.17,6.12,3.64,3,2859
0.71,61.3,61,5.68,5.73,3.5,2,2860
0.9,63.6,58,6.07,6.1,3.87,2,2860
0.6,61.9,54.9,5.41,5.44,3.35,4,2860
0.71,62.9,57,5.66,5.6,3.54,3,2860
0.53,61.4,57,5.23,5.2,3.2,4,2860
0.71,60.7,58,5.95,5.78,3.56,3,2861
0.62,61.6,56,5.45,5.48,3.37,4,2861
0.62,61.6,56,5.48,5.51,3.38,4,2861
0.9,63,58,6.09,6.01,3.81,3,2861
0.62,60.1,61,5.53,5.56,3.33,0,2861
0.82,61.7,59,6.01,5.98,3.7,3,2861
0.66,61,58,5.67,5.57,3.43,3,2861
0.7,62.5,55,5.67,5.72,3.56,2,2862
0.8,62.6,58,5.9,5.92,3.7,2,2862
0.8,62.5,59,5.88,5.92,3.69,2,2862
0.79,62.3,54,5.97,5.91,3.7,3,2862
0.71,63.2,60,5.65,5.61,3.56,2,2862
0.7,61.1,57,5.71,5.74,3.5,4,2862
0.7,58.7,63,5.73,5.69,3.35,2,2862
0.79,60,60,6.07,5.99,3.64,3,2862
0.7,59.5,59,5.82,5.77,3.45,3,2862
1.22,60.9,57,6.93,6.88,4.21,3,2862
1.01,67.6,57,6.21,6.11,4.18,0,2862
0.73,62.5,61,5.78,5.64,3.59,3,2862
0.91,64.3,58,6.05,6.09,3.9,1,2863
0.71,60.8,56,5.8,5.77,3.52,4,2863
0.83,62.3,58,6.01,5.97,3.73,3,2863
0.84,62.3,59,6.06,6.01,3.76,3,2863
0.71,61,61,5.82,5.75,3.53,3,2863
0.71,59.7,59,5.82,5.8,3.47,3,2863
0.71,61.7,56,5.8,5.68,3.54,3,2863
0.71,61.7,57,5.75,5.7,3.53,4,2863
0.71,61.4,58,5.79,5.75,3.54,3,2863
0.71,60.6,58,5.79,5.77,3.5,3,2863
0.91,59.5,62,6.4,6.18,3.74,3,2863
0.9,59.8,62,6.24,6.21,3.72,3,2863
0.71,61.5,62,5.74,5.68,3.51,3,2863
0.71,59.1,61,5.84,5.8,3.44,3,2863
0.72,59.5,57,5.91,5.86,3.5,4,2863
0.72,60.9,60,5.78,5.74,3.51,3,2863
0.71,61,55,5.79,5.75,3.52,4,2863
0.81,60.3,57,6.07,6.04,3.65,4,2864
0.83,61.6,58,6.05,6.07,3.73,2,2865
0.73,60.8,55,5.87,5.81,3.55,3,2865
0.56,62,56,5.25,5.3,3.27,2,2866
0.56,61.8,55,5.27,5.31,3.27,2,2866
0.71,62.2,55,5.74,5.7,3.56,4,2866
0.7,62.3,58,5.66,5.7,3.54,4,2866
0.96,61.3,58,6.39,6.3,3.89,3,2866
0.71,62.9,57,5.67,5.69,3.57,2,2867
0.7,62.4,57,5.68,5.61,3.52,4,2867
0.71,60.4,57,5.78,5.81,3.5,4,2867
0.8,61.2,53,6.05,5.98,3.68,3,2867
0.95,58.4,57,6.49,6.41,3.77,3,2867
0.82,62.3,56,5.99,5.95,3.72,4,2867
0.52,61.2,56,5.21,5.19,3.18,4,2867
0.82,61.7,53,6.12,6,3.74,4,2867
0.82,62.3,56,6.02,5.96,3.73,4,2867
0.82,59.7,57,6.14,6.12,3.66,3,2867
0.8,61.3,57,5.96,5.91,3.64,4,2867
0.96,68.2,61,6.07,5.88,4.1,0,2867
0.72,62.4,55,5.72,5.75,3.58,4,2868
0.62,60.5,57,5.52,5.56,3.35,4,2868
0.79,61,58,5.96,5.9,3.62,3,2868
0.75,63.1,56,5.78,5.7,3.62,2,2868
1.08,61.9,60,6.55,6.48,4.03,3,2869
0.72,60.8,55,5.77,5.84,3.53,4,2869
0.62,61.8,56,5.43,5.47,3.37,4,2869
0.73,61.3,57,5.84,5.81,3.57,4,2869
0.72,60.9,57,5.79,5.77,3.52,4,2869
0.52,61.8,60,5.16,5.13,3.18,3,2870
0.83,62.2,57,6,6.05,3.75,4,2870
0.64,62.1,58,5.56,5.51,3.44,3,2870
0.8,62.5,57,5.94,5.9,3.7,4,2870
0.74,62.1,56,5.77,5.83,3.6,4,2870
0.72,61.5,56,5.72,5.79,3.54,4,2870
0.82,59.5,57,6.12,6.09,3.63,4,2870
0.73,61.3,59,5.81,5.78,3.55,3,2870
1.04,61.6,61,6.47,6.45,3.98,3,2870
0.73,61.3,58,5.76,5.83,3.55,2,2871
0.73,63.6,57,5.7,5.72,3.63,1,2871
0.9,62.8,59,6.13,6.03,3.82,3,2871
0.75,61.8,55,5.83,5.85,3.61,4,2871
0.79,62.6,55,5.91,5.95,3.71,4,2871
0.7,62.5,56.7,5.59,5.62,3.51,1,2872
0.75,60.7,55,5.87,5.92,3.58,2,2872
1.02,61.7,56,6.44,6.49,3.99,4,2872
0.7,59,62,5.79,5.81,3.42,2,2872
0.7,61.8,56,5.63,5.73,3.51,4,2872
0.7,61.4,64,5.66,5.71,3.49,1,2872
0.7,61.4,54,5.71,5.75,3.52,4,2872
0.7,60.7,56,5.72,5.75,3.48,4,2872
0.7,60.2,60,5.75,5.82,3.48,2,2872
0.72,58.3,57,5.89,5.94,3.45,2,2872
0.74,62.3,58,5.74,5.78,3.59,4,2872
0.84,65.1,55,5.88,5.97,3.86,1,2872
0.76,62,58,5.8,5.86,3.62,2,2873
0.77,63.2,58,5.8,5.84,3.68,2,2873
0.76,62.8,56,5.78,5.82,3.64,4,2873
1,61.7,56,6.45,6.41,3.97,4,2873
1,65.5,62,6.14,6.07,4,0,2873
0.9,65.7,58,6.03,6,3.95,0,2873
0.9,61.8,58,6.16,6.13,3.8,3,2873
0.9,64,61,6,5.96,3.83,1,2873
0.9,65.3,61,5.98,5.94,3.89,0,2873
0.9,65.8,56,6.01,5.96,3.94,0,2873
0.9,60.9,61,6.26,6.22,3.8,3,2873
0.78,62.6,58,5.91,5.82,3.67,3,2874
0.71,61.2,59,5.69,5.74,3.5,3,2874
0.7,59,59,5.79,5.77,3.41,3,2874
0.7,60.8,62,5.71,5.67,3.46,3,2874
0.7,61.8,58,5.67,5.63,3.49,3,2874
0.7,61,55,5.77,5.73,3.51,4,2874
0.7,61.6,55,5.75,5.71,3.53,4,2874
0.7,62.4,56,5.69,5.65,3.54,4,2874
0.7,62.9,59,5.68,5.61,3.55,3,2874
1,67.7,60,6.11,5.98,4.09,0,2875
0.77,62.4,56,5.84,5.9,3.66,4,2875
1,65.5,55,6.3,6.25,4.11,0,2875
1,66.3,61,6.08,6.03,4.01,0,2875
1,69.5,55,6.17,6.1,4.26,0,2875
0.73,62.6,60,5.68,5.75,3.58,3,2876
0.79,60.6,53,6.04,5.98,3.64,3,2876
0.72,62.2,54,5.74,5.76,3.57,2,2877
0.71,62.4,56,5.75,5.7,3.57,4,2877
0.74,62.3,55,5.8,5.83,3.62,4,2877
0.7,62.7,56,5.6,5.66,3.53,1,2877
0.7,59.1,62,5.82,5.86,3.44,1,2877
0.79,62.8,59,5.86,5.89,3.69,2,2878
0.79,62.7,60,5.82,5.89,3.67,2,2878
0.79,59.7,58,6,6.07,3.6,2,2878
0.71,61.5,55,5.76,5.78,3.55,4,2878
0.79,62.8,56,5.88,5.9,3.7,4,2878
0.73,61.4,56,5.81,5.86,3.58,2,2879
0.63,60.3,62,5.55,5.53,3.34,3,2879
0.7,60.4,60,5.73,5.7,3.45,3,2879
0.71,62.7,58,5.71,5.67,3.57,3,2879
0.84,61,56,6.13,6.1,3.73,4,2879
0.84,62.3,55,6.08,6.03,3.77,4,2879
1.02,60.3,54,6.53,6.5,3.93,4,2879
0.72,56.9,69,5.93,5.77,3.33,0,2879
0.72,62,56,5.76,5.73,3.56,4,2879
0.92,58.7,61,6.34,6.43,3.75,2,2880
0.74,63.9,57,5.72,5.74,3.66,2,2880
0.7,62,55,5.74,5.71,3.55,4,2881
0.71,60,59,5.84,5.83,3.5,2,2881
1.05,62,59,6.5,6.47,4.02,3,2881
0.7,62.8,56,5.62,5.65,3.54,2,2882
0.54,61.8,56,5.23,5.26,3.24,4,2882
0.73,59.9,58,5.87,5.84,3.51,3,2882
0.88,56.6,65,6.39,6.32,3.6,0,2882
0.73,58.7,57,5.97,5.92,3.49,3,2882
0.72,61.8,56,5.75,5.81,3.57,4,2883
0.9,62.7,64,6.09,6,3.79,1,2883
0.9,65,61,6.01,5.96,3.89,0,2883
1.03,65.3,55,6.32,6.27,4.11,0,2884
0.84,63.8,57,5.95,6,3.81,2,2885
1.01,62.7,60,6.36,6.27,3.96,3,2885
0.77,61.5,55,5.9,5.93,3.64,4,2885
0.8,56.3,63,6.22,6.14,3.48,0,2885
0.9,66.9,57,6.02,5.9,3.99,0,2885
0.73,61.4,56,5.79,5.81,3.56,4,2886
0.72,62.7,55,5.64,5.69,3.55,4,2886
0.71,62.4,54,5.71,5.79,3.59,2,2887
0.7,62.6,59,5.66,5.69,3.55,3,2887
0.79,61.7,59,5.93,5.96,3.67,4,2888
0.72,62.5,58,5.68,5.72,3.56,2,2889
0.7,63.5,54,5.62,5.66,3.58,2,2889
0.7,62.2,58,5.64,5.75,3.54,2,2889
0.9,63.5,58,6.09,6.14,3.88,1,2889
0.71,62.8,56,5.69,5.72,3.58,2,2889
0.5,62.2,54,5.08,5.12,3.17,4,2889
0.5,62.2,54,5.09,5.11,3.17,4,2889
0.74,61.2,56,5.83,5.87,3.58,4,2889
0.77,61.8,56,5.94,5.9,3.66,3,2889
0.77,59.8,61,5.99,5.95,3.57,3,2889
0.8,61.5,54,6.07,6,3.71,4,2890
0.8,62.4,57,5.9,5.87,3.67,4,2890
0.8,61.5,60,5.97,5.94,3.66,3,2890
0.8,63.8,59,5.87,5.83,3.73,1,2890
0.66,61.5,56,5.61,5.58,3.44,4,2890
0.71,61.2,58,5.71,5.79,3.52,2,2891
0.71,61.2,56,5.73,5.77,3.52,4,2891
0.71,61.6,56,5.74,5.76,3.54,4,2891
0.71,62.7,56,5.71,5.75,3.59,4,2891
0.72,61.1,56,5.78,5.81,3.54,4,2891
0.71,62.3,61,5.7,5.73,3.56,1,2891
0.86,61.8,55,6.12,6.14,3.79,4,2892
1.19,65.1,59,6.62,6.55,4.29,0,2892
0.71,62.6,55,5.66,5.71,3.56,2,2893
0.82,62.5,56,5.99,6.04,3.76,2,2893
0.71,61.5,57,5.73,5.75,3.53,4,2893
0.75,62.5,57,5.78,5.83,3.63,4,2893
0.7,59.2,60,5.87,5.78,3.45,2,2893
0.8,62.5,55,5.89,5.92,3.69,4,2893
0.82,59.9,62,6.02,6.04,3.61,1,2893
0.82,63.4,55,6,5.93,3.78,2,2893
0.82,59.9,59,6.09,6.06,3.64,3,2893
0.81,62.4,57,5.91,5.99,3.71,2,2894
0.81,62.2,57,5.96,6,3.72,4,2894
0.76,61.4,56,5.88,5.92,3.62,4,2894
0.71,60.9,56,5.75,5.78,3.51,2,2895
0.7,61.8,59,5.66,5.76,3.53,2,2895
0.7,62.1,53,5.71,5.75,3.56,4,2895
0.74,59.8,58,5.85,5.89,3.51,2,2896
0.77,61.3,60,5.81,5.91,3.59,2,2896
0.77,58.3,63,6,6.05,3.51,2,2896
0.53,61.6,56,5.18,5.24,3.21,4,2896
0.79,61.5,56,5.91,5.96,3.65,4,2896
0.73,61.5,55,5.82,5.86,3.59,4,2896
0.77,62.1,56,5.83,5.89,3.64,4,2896
0.77,60.9,58,5.94,5.88,3.6,3,2896
1.01,63.1,57,6.39,6.35,4.02,2,2896
1.01,61.5,57,6.46,6.45,3.97,4,2896
0.6,60.6,57,5.48,5.51,3.33,2,2897
0.76,61.1,58,5.91,5.85,3.59,3,2897
0.54,61.4,52,5.3,5.34,3.26,4,2897
0.72,62.5,55,5.69,5.74,3.57,4,2897
0.72,59.4,61,5.82,5.89,3.48,1,2897
0.74,61.8,58,5.81,5.77,3.58,3,2897
1.12,60.6,59,6.68,6.61,4.03,3,2898
0.75,62.3,55,5.83,5.8,3.62,4,2898
0.77,62.6,57,5.92,5.81,3.67,4,2898
0.98,57.9,56,6.51,6.47,3.76,1,2898
0.79,61.1,57,5.98,5.93,3.64,4,2898
0.79,62.3,57,5.9,5.85,3.66,4,2898
0.79,62.3,57,5.9,5.85,3.66,4,2898
0.79,62.3,57,5.9,5.85,3.66,4,2898
0.79,62.3,57,5.9,5.85,3.66,4,2898
0.79,62.3,57,5.9,5.85,3.66,4,2898
0.7,59.9,61,5.75,5.81,3.46,1,2899
0.7,61.9,58,5.71,5.72,3.54,2,2900
0.72,62.7,58,5.68,5.65,3.55,3,2900
0.8,62.7,58,5.91,5.93,3.71,3,2901
0.81,63,56,5.95,5.9,3.73,4,2901
0.81,62.5,59,5.97,5.9,3.71,3,2901
0.74,61.9,57,5.81,5.78,3.59,4,2901
0.73,62,60,5.76,5.73,3.56,3,2902
0.73,61.4,55,5.82,5.8,3.57,4,2902
0.75,61.6,55,5.82,5.86,3.6,4,2902
0.71,64.6,59,5.62,5.59,3.62,0,2902
0.71,59.6,60,5.85,5.8,3.47,3,2902
0.75,62.8,60,5.78,5.74,3.62,3,2903
0.75,62.3,57,5.83,5.8,3.62,4,2903
0.72,61.9,55,5.78,5.75,3.57,4,2903
0.72,61.4,59,5.79,5.71,3.53,3,2903
0.72,61.1,59,5.8,5.75,3.53,3,2903
0.79,63,54,5.91,5.94,3.73,2,2904
0.79,62.8,57,5.85,5.9,3.69,2,2904
0.7,58.4,59,5.83,5.91,3.43,2,2904
0.62,62,56,5.48,5.52,3.41,4,2904
0.7,59.3,62,5.78,5.82,3.44,2,2905
0.7,63.4,59,5.62,5.64,3.57,2,2905
0.7,63.3,59,5.59,5.62,3.55,2,2905
0.71,62.1,58,5.65,5.71,3.53,2,2905
0.86,61.2,58,6.1,6.16,3.75,2,2905
0.53,62.5,54,5.16,5.21,3.24,4,2905
0.91,63.5,58,6.17,6.12,3.9,2,2905
0.95,63.8,57,6.23,6.13,3.94,1,2905
0.91,62.8,59,6.19,6.14,3.87,3,2905
0.74,62.4,57,5.74,5.8,3.6,2,2906
0.8,62.2,58,5.92,5.95,3.69,4,2906
0.74,62.8,61,5.74,5.76,3.61,1,2906
0.61,62.4,53.9,5.42,5.43,3.38,4,2907
0.61,62.4,53.6,5.42,5.45,3.39,4,2907
0.61,62.1,54.2,5.43,5.45,3.38,4,2907
0.72,62.8,57,5.68,5.72,3.58,4,2907
0.7,62.3,53,5.69,5.73,3.56,4,2907
0.71,61.9,56,5.7,5.74,3.54,4,2907
0.79,60.3,60,5.98,6.02,3.62,4,2907
